Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,67.05999755859375,75.08000183105469,65.55999755859375,71.7699966430664,71.7699966430664,43580000
2018-02-01,79.31999969482422,85.23999786376953,74.11000061035156,80.70999908447266,80.70999908447266,50300200
2018-03-01,80.83000183105469,86.83999633789062,68.12999725341797,70.44999694824219,70.44999694824219,45911500
2018-04-01,70.06999969482422,73.83000183105469,66.30000305175781,67.4000015258789,67.4000015258789,30258800
2018-05-01,68.6500015258789,83.41999816894531,68.33999633789062,80.25,80.25,35281200
2018-06-01,80.62999725341797,86.5,78.41999816894531,80.16999816894531,80.16999816894531,26891700
2018-07-01,79.75,85.23999786376953,77.0,81.76000213623047,81.76000213623047,20392900
2018-08-01,82.66000366210938,86.49600219726562,78.12000274658203,80.08999633789062,80.08999633789062,28053900
2018-09-01,79.87999725341797,80.83999633789062,71.53700256347656,76.88999938964844,76.88999938964844,23632500
2018-10-01,77.19000244140625,78.69000244140625,68.0,73.51000213623047,73.51000213623047,27485100
2018-11-01,75.04000091552734,78.88500213623047,61.0,65.80999755859375,65.80999755859375,38749800
2018-12-01,67.68000030517578,68.52999877929688,56.33000183105469,60.72999954223633,60.72999954223633,25444600
2019-01-01,59.619998931884766,66.30000305175781,54.73500061035156,65.36000061035156,65.36000061035156,27106800
2019-02-01,65.47000122070312,70.68499755859375,59.560001373291016,70.13999938964844,70.13999938964844,29109100
2019-03-01,70.5999984741211,74.62000274658203,66.94000244140625,71.7300033569336,71.7300033569336,21472800
2019-04-01,72.62000274658203,78.9800033569336,72.55000305175781,75.61000061035156,75.61000061035156,24996000
2019-05-01,76.80999755859375,78.66999816894531,58.52000045776367,61.18000030517578,61.18000030517578,49640700
2019-06-01,61.650001525878906,67.95999908447266,60.369998931884766,66.61000061035156,66.61000061035156,26175900
2019-07-01,71.93000030517578,75.83999633789062,68.08999633789062,73.29000091552734,73.29000091552734,24372700
2019-08-01,73.0,75.66000366210938,67.7300033569336,71.43000030517578,71.43000030517578,31545100
2019-09-01,70.62000274658203,78.68499755859375,68.94000244140625,74.13999938964844,74.13999938964844,21547300
2019-10-01,74.31999969482422,81.30000305175781,70.69999694824219,80.86000061035156,80.86000061035156,24707600
2019-11-01,91.87999725341797,106.375,91.30999755859375,104.20999908447266,104.20999908447266,43598700
2019-12-01,104.05999755859375,118.48999786376953,100.31999969482422,116.2300033569336,116.2300033569336,32318100
2020-01-01,117.26000213623047,122.36499786376953,105.12000274658203,105.86000061035156,105.86000061035156,44785100
2020-02-01,106.16000366210938,112.2699966430664,91.18000030517578,100.58000183105469,100.58000183105469,41401600
2020-03-01,101.08999633789062,104.93000030517578,67.54000091552734,80.62999725341797,80.62999725341797,48566800
2020-04-01,77.83999633789062,99.66000366210938,72.93000030517578,98.02999877929688,98.02999877929688,37652700
2020-05-01,95.4800033569336,108.77999877929688,91.75,104.73999786376953,104.73999786376953,34997600
2020-06-01,104.73999786376953,118.94000244140625,103.79399871826172,110.52999877929688,110.52999877929688,29601200
2020-07-01,110.38999938964844,130.86000061035156,107.69000244140625,128.14999389648438,128.14999389648438,31747700
2020-08-01,129.02000427246094,136.05799865722656,126.37000274658203,128.27000427246094,128.27000427246094,23079500
2020-09-01,129.07000732421875,135.88999938964844,112.02999877929688,129.00999450683594,129.00999450683594,31043800
2020-10-01,132.0850067138672,140.69000244140625,124.55999755859375,127.36000061035156,127.36000061035156,21511400
2020-11-01,129.88999938964844,157.0,126.5199966430664,156.67999267578125,156.67999267578125,25716100
2020-12-01,158.8000030517578,170.9010009765625,151.44000244140625,166.27000427246094,166.27000427246094,26533300
2021-01-01,167.3000030517578,191.8249969482422,162.11399841308594,170.8800048828125,170.8800048828125,21837400
2021-02-01,174.36000061035156,186.24000549316406,163.25,174.72999572753906,174.72999572753906,35970600
2021-03-01,177.9600067138672,185.86000061035156,160.05999755859375,182.6999969482422,182.6999969482422,27269000
2021-04-01,185.49099731445312,201.67999267578125,180.72999572753906,188.1699981689453,188.1699981689453,20317800
2021-05-01,190.06199645996094,190.06199645996094,164.10000610351562,182.72000122070312,182.72000122070312,29564600
2021-06-01,185.4499969482422,198.9499969482422,173.16000366210938,195.64999389648438,195.64999389648438,20731400
2021-07-01,196.38999938964844,199.55999755859375,182.5,189.58999633789062,189.58999633789062,16278900
2021-08-01,191.3000030517578,201.4600067138672,177.60000610351562,188.02999877929688,188.02999877929688,16756300
2021-09-01,190.05999755859375,190.05999755859375,167.05999755859375,167.19000244140625,167.19000244140625,20104800
