Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,82.09342956542969,89.05709075927734,81.79065704345703,86.11591339111328,82.05927276611328,35297764
2018-02-01,85.59688568115234,90.83045196533203,79.24740600585938,88.70242309570312,84.5239486694336,43388032
2018-03-01,88.97924041748047,93.29584503173828,86.0380630493164,86.96366882324219,82.86710357666016,46161969
2018-04-01,87.05882263183594,90.8218002319336,85.06920623779297,89.15225219726562,85.09996795654297,38216088
2018-05-01,89.23875427246094,90.84774780273438,76.24567413330078,79.679931640625,76.05818939208984,59688905
2018-06-01,80.83000183105469,85.83999633789062,77.95999908447266,80.61000061035156,76.94598388671875,55862000
2018-07-01,79.66999816894531,88.52999877929688,79.66999816894531,84.73999786376953,81.07099914550781,38693800
2018-08-01,84.37000274658203,91.43000030517578,84.06999969482422,91.08999633789062,87.14605712890625,39365500
2018-09-01,90.4000015258789,96.75,89.12000274658203,93.5199966430664,89.47086334228516,31611300
2018-10-01,94.0999984741211,94.6500015258789,68.58999633789062,72.83000183105469,69.82231140136719,54758400
2018-11-01,73.5,73.62999725341797,57.59000015258789,63.040000915527344,60.436614990234375,90415300
2018-12-01,63.959999084472656,64.4800033569336,49.189998626708984,53.16999816894531,50.974220275878906,53031100
2019-01-01,52.279998779296875,64.41999816894531,52.119998931884766,64.12000274658203,61.65650177001953,53463700
2019-02-01,64.37999725341797,69.44999694824219,63.4900016784668,65.86000061035156,63.329647064208984,48021200
2019-03-01,66.47000122070312,67.62000274658203,63.15999984741211,64.30999755859375,61.83919906616211,37459000
2019-04-01,64.54000091552734,66.68000030517578,63.4900016784668,65.73999786376953,63.40125274658203,27001800
2019-05-01,66.0,67.08999633789062,47.34000015258789,47.540000915527344,45.84873580932617,64154800
2019-06-01,47.470001220703125,55.150001525878906,46.459999084472656,55.150001525878906,53.18800735473633,64419700
2019-07-01,56.0099983215332,57.22999954223633,54.380001068115234,55.77000045776367,54.029212951660156,45327700
2019-08-01,55.54999923706055,56.65999984741211,30.110000610351562,33.220001220703125,32.18308639526367,116195300
2019-09-01,32.650001525878906,36.52000045776367,29.170000076293945,29.5,28.579198837280273,121037300
2019-10-01,29.68000030517578,29.739999771118164,26.020000457763672,27.670000076293945,26.976852416992188,92915400
2019-11-01,27.75,37.93000030517578,27.68000030517578,37.33000183105469,36.39487075805664,109179300
2019-12-01,37.349998474121094,38.189998626708984,34.720001220703125,37.59000015258789,36.648353576660156,73430100
2020-01-01,38.029998779296875,38.369998931884766,31.3799991607666,31.8799991607666,31.26239776611328,68310400
2020-02-01,31.979999542236328,35.75,22.889999389648438,24.110000610351562,23.642925262451172,89588000
2020-03-01,24.3700008392334,24.43000030517578,7.900000095367432,13.050000190734863,12.797186851501465,164591600
2020-04-01,12.039999961853027,19.329999923706055,11.350000381469727,18.1299991607666,18.1299991607666,102846000
2020-05-01,17.18000030517578,17.90999984741211,13.649999618530273,14.210000038146973,14.210000038146973,102843100
2020-06-01,14.300000190734863,19.68000030517578,14.020000457763672,16.5,16.5,116454100
2020-07-01,16.450000762939453,17.989999771118164,14.729999542236328,17.90999984741211,17.90999984741211,72377200
2020-08-01,17.8799991607666,21.190000534057617,17.56999969482422,19.979999542236328,19.979999542236328,64565100
2020-09-01,19.75,22.700000762939453,15.640000343322754,17.850000381469727,17.850000381469727,70381700
2020-10-01,18.079999923706055,21.020000457763672,16.8799991607666,18.420000076293945,18.420000076293945,46709800
2020-11-01,18.649999618530273,23.780000686645508,18.030000686645508,21.90999984741211,21.90999984741211,56043300
2020-12-01,22.31999969482422,25.959999084472656,21.6299991607666,25.75,25.75,53273900
2021-01-01,26.950000762939453,30.139999389648438,25.559999465942383,28.200000762939453,28.200000762939453,68987800
2021-02-01,28.5,29.309999465942383,24.170000076293945,25.219999313354492,25.219999313354492,68958500
2021-03-01,25.770000457763672,31.940000534057617,25.299999237060547,31.260000228881836,31.260000228881836,59131000
2021-04-01,31.389999389648438,33.630001068115234,30.559999465942383,32.90999984741211,32.90999984741211,39900700
2021-05-01,33.209999084472656,38.939998626708984,32.540000915527344,37.91999816894531,37.91999816894531,51677500
2021-06-01,37.86000061035156,41.75,36.150001525878906,38.939998626708984,38.939998626708984,58175300
2021-07-01,39.220001220703125,40.970001220703125,36.75,39.97999954223633,39.97999954223633,36107900
2021-08-01,40.0,44.18000030517578,33.779998779296875,36.720001220703125,36.720001220703125,49461200
2021-09-01,36.880001068115234,36.9900016784668,33.27000045776367,33.61000061035156,33.61000061035156,41659300
2021-10-01,34.0,35.59000015258789,32.11000061035156,32.56999969482422,32.56999969482422,29458800
2021-11-01,32.83000183105469,34.90999984741211,29.389999389648438,29.989999771118164,29.989999771118164,37232200
