Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,58.599998474121094,73.62899780273438,58.5255012512207,72.54450225830078,72.54450225830078,1927424000
2018-02-01,72.25,76.43499755859375,63.29650115966797,75.62249755859375,75.62249755859375,2755680000
2018-03-01,75.68000030517578,80.87699890136719,68.26000213623047,72.36699676513672,72.36699676513672,2608002000
2018-04-01,70.88099670410156,81.90499877929688,67.64399719238281,78.30650329589844,78.30650329589844,2598392000
2018-05-01,78.16100311279297,81.75,77.3010025024414,81.48100280761719,81.48100280761719,1432310000
2018-06-01,81.85150146484375,88.15499877929688,81.75450134277344,84.98999786376953,84.98999786376953,1718826000
2018-07-01,84.13500213623047,94.00250244140625,83.90299987792969,88.87200164794922,88.87200164794922,1950422000
2018-08-01,89.19999694824219,101.27850341796875,88.8010025024414,100.635498046875,100.635498046875,1931516000
2018-09-01,101.32499694824219,102.5250015258789,93.25,100.1500015258789,100.1500015258789,1888910000
2018-10-01,101.09950256347656,101.65950012207031,73.81800079345703,79.90049743652344,79.90049743652344,3664416000
2018-11-01,81.17649841308594,89.19999694824219,71.0,84.50849914550781,84.50849914550781,2785800000
2018-12-01,88.4729995727539,88.91699981689453,65.3499984741211,75.09850311279297,75.09850311279297,3096254000
2019-01-01,73.26000213623047,86.82050323486328,73.04650115966797,85.9365005493164,85.9365005493164,2680034000
2019-02-01,81.94400024414062,83.65299987792969,78.33799743652344,81.99150085449219,81.99150085449219,1618738000
2019-03-01,82.75650024414062,91.1875,79.32849884033203,89.0374984741211,89.0374984741211,2016644000
2019-04-01,90.00550079345703,97.81700134277344,89.9365005493164,96.32599639892578,96.32599639892578,1624784000
2019-05-01,96.65450286865234,98.22000122070312,88.63500213623047,88.75350189208984,88.75350189208984,1964288000
2019-06-01,88.00050354003906,96.76000213623047,83.5999984741211,94.68150329589844,94.68150329589844,1494930000
2019-07-01,96.14900207519531,101.79000091552734,92.47200012207031,93.33899688720703,93.33899688720703,1462976000
2019-08-01,93.58599853515625,94.89600372314453,87.17549896240234,88.81449890136719,88.81449890136719,1595424000
2019-09-01,88.5,92.68299865722656,85.46099853515625,86.79550170898438,86.79550170898438,1223458000
2019-10-01,87.30000305175781,89.94249725341797,84.25299835205078,88.83300018310547,88.83300018310547,1407210000
2019-11-01,89.40049743652344,91.2344970703125,86.135498046875,90.04000091552734,90.04000091552734,1041524000
2019-12-01,90.22000122070312,95.06999969482422,86.75,92.39199829101562,92.39199829101562,1362992000
2020-01-01,93.75,102.78600311279297,90.76699829101562,100.43599700927734,100.43599700927734,1693966000
2020-02-01,100.52999877929688,109.29750061035156,90.55650329589844,94.1875,94.1875,1850202000
2020-03-01,95.32450103759766,99.81649780273438,81.30149841308594,97.48600006103516,97.48600006103516,3276182000
2020-04-01,96.64849853515625,123.75,94.4574966430664,123.69999694824219,123.69999694824219,2492196000
2020-05-01,116.83999633789062,126.27249908447266,112.81900024414062,122.11849975585938,122.11849975585938,1651688000
2020-06-01,122.4000015258789,139.8000030517578,121.85649871826172,137.9409942626953,137.9409942626953,1756366000
2020-07-01,137.89950561523438,167.21449279785156,137.6999969482422,158.23399353027344,158.23399353027344,2550040000
2020-08-01,159.02549743652344,174.75,153.64999389648438,172.54800415039062,172.54800415039062,1670332000
2020-09-01,174.47900390625,177.6125030517578,143.5500030517578,157.43649291992188,157.43649291992188,2317986000
2020-10-01,160.39999389648438,174.81199645996094,150.9499969482422,151.8074951171875,151.8074951171875,2324522000
2020-11-01,153.08700561523438,168.33999633789062,147.50599670410156,158.40199279785156,158.40199279785156,1816210000
2020-12-01,159.4250030517578,167.53250122070312,153.64100646972656,162.84649658203125,162.84649658203125,1551124000
2021-01-01,163.5,168.1945037841797,154.3000030517578,160.30999755859375,160.30999755859375,1430578000
2021-02-01,162.1179962158203,171.6999969482422,151.8350067138672,154.64649963378906,154.64649963378906,1442140000
